"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XLG4PEK7","journalArticle","2019","","","","","","","","","2019","2021-01-04 13:17:46","2021-01-04 13:17:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPEN79VF","journalArticle","2018","Cohen, M.C.","Big Data and Service Operations","Production and Operations Management","","","10.1111/poms.12832","","","2018","2021-01-04 13:17:46","2021-01-04 13:17:46","","1709-1723","","9","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QWZZP8K","journalArticle","","","","","","","","","","","2021-01-04 13:17:46","2021-01-04 13:17:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XURQY38Z","journalArticle","2018","Ćurko, K.; Merkaš, Z.; Silović, T.","Challenges of application of the big data in marketing: Case study Croatia","WSEAS Transactions on Business and Economics","","","","","","2018","2021-01-04 13:17:46","2021-01-04 13:17:46","","162-170","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAYL32FU","journalArticle","2018","Ghoshal, A.; Kumar, S.; Mookerjee, V.","","","","","","","","2018","2021-01-04 13:17:46","2021-01-04 13:17:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RR8NKSUZ","journalArticle","2019","Inoue, Y.","Winner-takes-all or co-evolution among platform ecosystems: A look at the competitive and symbiotic actions of complementors","Sustainability (Switzerland)","","","10.3390/su11030726","","","2019","2021-01-04 13:17:46","2021-01-04 13:17:46","","","","3","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWMZESMI","journalArticle","2020","","","","","","","","","2020","2021-01-04 13:17:46","2021-01-04 13:17:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XN3ANWY6","journalArticle","2018","Jiang, B.; Tian, L.","Collaborative consumption: Strategic and economic implications of product sharing","Management Science","","","10.1287/mnsc.2016.2647","","","2018","2021-01-04 13:17:46","2021-01-04 13:17:46","","1171-1188","","3","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWW7YZCH","journalArticle","2014","Jiang, H.; Qi, X.; Sun, H.","Choice-based recommender systems: A unified approach to achieving relevancy and diversity","Operations Research","","","10.1287/opre.2014.1292","","","2014","2021-01-04 13:17:46","2021-01-04 13:17:46","","973-993","","5","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM4G3SRL","journalArticle","2015","Jin, Y.; Wang, S.; Hu, Q.","Contract type and decision right of sales promotion in supply chain management with a capital constrained retailer q","European Journal of Operational Research","","","10.1016/j.ejor.2014.07.030","","","2015","2021-01-04 13:17:46","2021-01-04 13:23:36","","415-424","","2","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DHHWJ2X","journalArticle","2012","Kwark, Y.; Chen, J.; Raghunathan, S.","Platform or wholesale: different effects on retailers of online product reviews","Proc. ICIS","","","","","","2012","2021-01-04 13:17:46","2021-01-04 13:17:46","","2012","","4","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC6HIV8F","journalArticle","2014","Liu, B.; Cai, G.; Tsay, A.A.","Advertising in asymmetric competing supply chains","Production and Operations Management","","","10.1111/poms.12090","","","2014","2021-01-04 13:17:46","2021-01-04 13:17:46","","1845-1858","","11","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHEAC5W6","journalArticle","2019","Liu, W.; Yan, X.; Wei, W.; Xie, D.","Pricing decisions for service platform with provider's threshold participating quantity, value-added service and matching ability","Transportation Research Part E: Logistics and Transportation Review","","","10.1016/j.tre.2018.12.020","","","2019","2021-01-04 13:17:46","2021-01-04 13:23:50","","410-432","","","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94S7NQ5B","journalArticle","2016","Lu, S.; Xiao, L.; Ding, M.","A video-based automated recommender (VAR) system for garments","Marketing Science","","","10.1287/mksc.2016.0984","","","2016","2021-01-04 13:17:47","2021-01-04 13:17:47","","484-510","","3","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VY665YXJ","journalArticle","2019","Niu, B.; Li, J.; Zhang, J.; Cheng, H.K.; Tan, Y.R.","Strategic Analysis of Dual Sourcing and Dual Channel with an Unreliable Alternative Supplier","Production and Operations Management","","","10.1111/poms.12938","","","2019","2021-01-04 13:17:47","2021-01-04 13:17:47","","570-587","","3","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7A79LLQ","journalArticle","2011","Ofek, E.; Katona, Z.; Sarvary, M.","""Bricks and clicks"": The impact of product returns on the strategies of multichannel retailers","Marketing Science","","","10.1287/mksc.1100.0588","","","2011","2021-01-04 13:17:47","2021-01-04 13:17:47","","42-60","","1","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WLQXQ4I","journalArticle","","","","","","","","","","","2021-01-04 13:17:47","2021-01-04 13:17:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KY9P3PIZ","journalArticle","2018","","","","","","","","","2018","2021-01-04 13:17:47","2021-01-04 13:17:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8K7C9NB","journalArticle","2017","Trnka, A.","Big data for big marketing","European Journal of Science and Theology","","","","","","2017","2021-01-04 13:17:47","2021-01-04 13:17:47","","191-196","","6","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QIYNEPV","journalArticle","2011","Tucker, C.; Zhang, J.","How does popularity information affect choices? A field experiment","Management Science","","","10.1287/mnsc.1110.1312","","","2011","2021-01-04 13:17:47","2021-01-04 13:17:47","","828-842","","5","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQUKBCCJ","journalArticle","2020","Wei, J.; Lu, J.; Zhao, J.","Interactions of competing manufacturers’ leader-follower relationship and sales format on online platforms","European Journal of Operational Research","","","10.1016/j.ejor.2019.07.048","","","2020","2021-01-04 13:17:47","2021-01-04 13:24:42","","508-522","","2","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUDEJQF2","journalArticle","2018","Xu, J.; Hsu, V.N.; Niu, B.","The Impacts of Markets and Tax on a Multinational Firm's Procurement Strategy in China","Production and Operations Management","","","10.1111/poms.12798","","","2018","2021-01-04 13:17:47","2021-01-04 13:17:47","","251-264","","2","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8L8NUVC","journalArticle","2018","Yu, W.; Chavez, R.; Jacobs, M.A.; Feng, M.","Data-driven supply chain capabilities and performance: A resource-based view","Transportation Research Part E: Logistics and Transportation Review","","","10.1016/j.tre.2017.04.002","","","2018","2021-01-04 13:17:47","2021-01-04 13:17:47","","371-385","","","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SIE4VVL","journalArticle","2008","Alberge, D.","Amazon uses all its might to wage price war against publisher","The Times (London)","","","","","","2008","2021-01-04 13:18:00","2021-01-04 13:18:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N59UQEUG","journalArticle","2001","Baye, M.R.; Morgan, J.","Information gatekeepers on the internet and the competitiveness of homogeneous product markets","American Economic Review","","","10.1257/aer.91.3.454","","","2001","2021-01-04 13:18:00","2021-01-04 13:18:00","","454-474","","3","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBJIWNJK","journalArticle","2012","Barr, A.","Brands cry foul over unauthorized sellers on Amazon","Brands Cry Foul over Unauthorized Sellers on Amazon. Reuters","","","","","","2012","2021-01-04 13:18:00","2021-01-04 13:22:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGIRTSFN","journalArticle","2008","Carvajal, D.","‘Small publishers feel power of Amazon’s ‘buy’ button","N.Y. Times","","","","","","2008","2021-01-04 13:18:00","2021-01-04 13:18:00","","C7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQ25YF7M","journalArticle","2003","Chen, Z.","Dominant retailers and the countervailing-power hypothesis","RAND Journal of Economics","","","10.2307/1593779","","","2003","2021-01-04 13:18:00","2021-01-04 13:18:00","","612-625","","4","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F62GVQG5","journalArticle","2010","Draganska, M.; Klapper, D.; Villas-Boas, S.B.","A larger slice or a larger pie? An empirical investigation of bargaining power in the distribution channel","Marketing Science","","","10.1287/mksc.1080.0472","","","2010","2021-01-04 13:18:00","2021-01-04 13:18:00","","57-74","","1","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BDEX653","journalArticle","2006","Dukes, A.J.; Gal-Or, E.; Srinivasan, K.","Channel bargaining with retailer asymmetry","Journal of Marketing Research","","","10.1509/jmkr.43.1.84","","","2006","2021-01-04 13:18:00","2021-01-04 13:18:00","","84-97","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMYGMH49","journalArticle","2012","Feng, Q.; Lu, L.X.","The strategic perils of low cost outsourcing","Management Science","","","10.1287/mnsc.1110.1481","","","2012","2021-01-04 13:18:00","2021-01-04 13:18:00","","1196-1210","","6","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XSIKUX9","journalArticle","2000","Frishberg, M.","","Authors Hate Feeling Cheap, Used. Wired Magazine","","","","","","2000","2021-01-04 13:18:00","2021-01-04 13:18:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWFHYQFJ","journalArticle","2006","Gilbert, S.M.; Xia, Y.; Yu, G.","Strategic outsourcing for competing OEMs that face cost reduction opportunities","IIE Transactions (Institute of Industrial Engineers)","","","10.1080/07408170600854644","","","2006","2021-01-04 13:18:00","2021-01-04 13:18:00","","903-915","","11","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXZRQXZC","journalArticle","2003","Iyer, G.; Villas-Boas, J.M.","A bargaining theory of distribution channels","Journal of Marketing Research","","","10.1509/jmkr.40.1.80.19134","","","2003","2021-01-04 13:18:00","2021-01-04 13:18:00","","80-100","","1","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRGYGLB5","journalArticle","2007","Krishnan, H.; Winter, R.A.","Vertical control of price and inventory","American Economic Review","","","10.1257/aer.97.5.1840","","","2007","2021-01-04 13:18:00","2021-01-04 13:18:00","","1840-1857","","5","97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F59T6SE6","journalArticle","2007","Kuksov, D.; Pazgal, A.","The effects of costs and competition on slotting allowances","Marketing Science","","","10.1287/mksc.1060.0206","","","2007","2021-01-04 13:18:00","2021-01-04 13:18:00","","259-267","","2","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT3VX25Z","journalArticle","2010","Marx, L.M.; Shaffer, G.","Slotting allowances and scarce shelf space","Journal of Economics and Management Strategy","","","10.1111/j.1530-9134.2010.00262.x","","","2010","2021-01-04 13:18:01","2021-01-04 13:18:01","","575-603","","3","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QH483PIZ","journalArticle","2004","Scott Morton, F.; Zettelmeyer, F.","The strategic positioning of store brands in retailer-manufacturer negotiations","Review of Industrial Organization","","","10.1023/B:REIO.0000033350.25229.d6","","","2004","2021-01-04 13:18:01","2021-01-04 13:18:01","","161-194","","2","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MZC8JE9","journalArticle","2012","Miller, M.J.","","The Other Shoe Drops: Adidas, Nike and Asics Ban EBay and Amazon","","","","","","2012","2021-01-04 13:18:01","2021-01-04 13:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URVKMSXI","journalArticle","1978","Mussa, M.; Rosen, S.","Monopoly and product quality","Journal of Economic Theory","","","10.1016/0022-0531(78)90085-6","","","1978","2021-01-04 13:18:01","2021-01-04 13:24:05","","301-317","","2","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFBYX7CP","journalArticle","1999","Muthoo, A.","","Bargaining Theory with Applications","","","","","","1999","2021-01-04 13:18:01","2021-01-04 13:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R53JR9TD","journalArticle","1998","Narasimhan, C.; Wilcox, R.T.","Private labels and the channel relationship: A cross-category analysis","Journal of Business","","","10.1086/209757","","","1998","2021-01-04 13:18:01","2021-01-04 13:18:01","","573-600","","4","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUV8EG4X","journalArticle","2005","O'Brien, D.P.; Shaffer, G.","Bargaining, bundling, and clout: The portfolio effects of horizontal mergers","RAND Journal of Economics","","","","","","2005","2021-01-04 13:18:01","2021-01-04 13:18:01","","573-595","","3","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GRL3Y28","journalArticle","1991","Shaffer, G.","Slotting allowances and resale price maintenance: A comparison of facilitating practices","RAND Journal of Economics","","","","","","1991","2021-01-04 13:18:01","2021-01-04 13:18:01","","120-135","","1","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TY23IMBC","journalArticle","2009","Stone, B.","Can Amazon be the wal-mart of the web?","N. Y. Times","","","","","","2009","2021-01-04 13:18:01","2021-01-04 13:24:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AWPI5UL","journalArticle","2012","Tarr, G.","","LG Imposes Online UPP Restrictions","","","","","","2012","2021-01-04 13:18:01","2021-01-04 13:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R53VFR9A","journalArticle","1988","Tirole, J.","","The Theory of Industrial Organization","","","","","","1988","2021-01-04 13:18:01","2021-01-04 13:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERPDQ3AS","journalArticle","1980","Varian, H.","A model of sales","American Economic Review","","","","","","1980","2021-01-04 13:18:01","2021-01-04 13:18:01","","651-659","","4","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXGYQSGT","journalArticle","2013","Weise, K.","","Company News: Wal-Mart, Verizon, Time Warner, Microsoft, News Corp. Bloomberg Businessweek","","","","","","2013","2021-01-04 13:18:01","2021-01-04 13:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75CMS6IT","journalArticle","1966","Adler, L.","Symbiotic marketing","Harvard Business Review","","","","","","1966","2021-01-04 13:18:14","2021-01-04 13:18:14","","59-71","","6","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KT4QWMVY","journalArticle","1991","Bakos, J.Y.","Information links and electronic marketplaces: The role of interorganizational information systems in vertical markets","Journal of Management Information Systems","","","10.1080/07421222.1991.11517920","","","1991","2021-01-04 13:18:14","2021-01-04 13:18:14","","31-52","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNBP3T3V","journalArticle","1997","Bakos, J.Y.","Reducing buyer search costs: Implications for electronic marketplaces","Management Science","","","10.1287/mnsc.43.12.1676","","","1997","2021-01-04 13:18:14","2021-01-04 13:18:14","","1676-1692","","12","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"929YG7IY","journalArticle","2001","Bakos, Y.","The emerging landscape for retail E-commerce","Journal of Economic Perspectives","","","10.1257/jep.15.1.69","","","2001","2021-01-04 13:18:14","2021-01-04 13:18:14","","69-80","","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUJWWF4A","journalArticle","2003","Bernstein, F.; Federgruen, A.","Pricing and replenishment strategies in a distribution system with competing retailers","Operations Research","","","10.1287/opre.51.3.409.14957","","","2003","2021-01-04 13:18:14","2021-01-04 13:18:14","","409-426","","3","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4893D2DY","journalArticle","2008","Bernstein, F.; Song, J.-S.; Zheng, X.","""Bricks-and-mortar"" vs. ""clicks-and-mortar"": An equilibrium analysis","European Journal of Operational Research","","","10.1016/j.ejor.2006.04.047","","","2008","2021-01-04 13:18:14","2021-01-04 13:18:14","","671-690","","3","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUHZMLCI","journalArticle","2004","Bhargava, H.K.; Choudhary, V.","Economics of an information intermediary with aggregation benefits","Information Systems Research","","","10.1287/isre.1040.0014","","","2004","2021-01-04 13:18:15","2021-01-04 13:18:15","","22-36+107","","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X4U3VW3","journalArticle","1998","Birge, J.R.; Drogosz, J.; Duenyas, I.","Setting Single-Period Optimal Capacity Levels and Prices for Substitutable Products","International Journal of Flexible Manufacturing Systems","","","10.1023/A:1008061605260","","","1998","2021-01-04 13:18:15","2021-01-04 13:22:28","","407-430","","4","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HVHC5V3","journalArticle","2005","Boyaci, T.","Competitive stocking and coordination in a multiple-channel distribution system","IIE Transactions (Institute of Industrial Engineers)","","","10.1080/07408170590885594","","","2005","2021-01-04 13:18:15","2021-01-04 13:18:15","","407-427","","5","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8HQMWB8","journalArticle","1980","Bryant, J.","Competitive equilibrium with price setting firms and stochastic demand","International Economic Review","","","","","","1980","2021-01-04 13:18:15","2021-01-04 13:18:15","","619-626","","3","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEJ7LZRA","journalArticle","2005","Cachon, G.P.; Lariviere, M.A.","Supply chain coordination with revenue-sharing contracts: Strengths and limitations","Management Science","","","10.1287/mnsc.1040.0215","","","2005","2021-01-04 13:18:15","2021-01-04 13:22:36","","30-44","","1","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES7IQNBD","journalArticle","2006","Cattani, K.; Gilland, W.; Heese, H.S.; Swaminathan, J.","Boiling frogs: Pricing strategies for a manufacturer adding a direct channel that competes with the traditional channel","Production and Operations Management","","","","","","2006","2021-01-04 13:18:15","2021-01-04 13:22:42","","40-56","","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRURCTRT","journalArticle","2004","Chatterjee, P.","Interfirm alliances in online retailing","Journal of Business Research","","","10.1016/S0148-2963(02)00362-4","","","2004","2021-01-04 13:18:15","2021-01-04 13:18:15","","714-723","","7","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT9RF2E7","journalArticle","2011","Chiu, C.-H.; Choi, T.-M.; Tang, C.S.","Price, rebate, and returns supply contracts for coordinating supply chains with price-dependent demands","Production and Operations Management","","","10.1111/j.1937-5956.2010.01159.x","","","2011","2021-01-04 13:18:15","2021-01-04 13:18:15","","81-91","","1","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N84T2V5B","journalArticle","1998","Choudhury, V.; Hartzel, K.S.; Konsynski, B.R.","Uses and consequences of electronic markets: An empirical investigation in the aircraft parts industry","MIS Quarterly: Management Information Systems","","","10.2307/249552","","","1998","2021-01-04 13:18:15","2021-01-04 13:18:15","","471-503","","4","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES36FAEM","journalArticle","2001","James D Jr., D.; Spier, K.E.","Revenue sharing and vertical control in the video rental industry","Journal of Industrial Economics","","","10.1111/1467-6451.00147","","","2001","2021-01-04 13:18:15","2021-01-04 13:18:15","","223-245","","3","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QY9765J7","journalArticle","2008","Dumrongsiri, A.; Fan, M.; Jain, A.; Moinzadeh, K.","A supply chain model with direct and retail channels","European Journal of Operational Research","","","10.1016/j.ejor.2006.05.044","","","2008","2021-01-04 13:18:15","2021-01-04 13:23:10","","691-718","","3","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4FBTGEQ","journalArticle","2007","Geng, Q.; Mallik, S.","Inventory competition and allocation in a multi-channel distribution system","European Journal of Operational Research","","","10.1016/j.ejor.2006.08.041","","","2007","2021-01-04 13:18:15","2021-01-04 13:18:15","","704-729","","2","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XFVIBTN","journalArticle","2007","Hagiu, A.","Merchant or two-sided platform?","Review of Network Economics","","","","","","2007","2021-01-04 13:18:15","2021-01-04 13:23:25","","115-133","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAGDXNTQ","journalArticle","2006","Hendershott, T.; Zhang, J.","A model of direct and intermediated sales","Journal of Economics and Management Strategy","","","10.1111/j.1530-9134.2006.00101.x","","","2006","2021-01-04 13:18:15","2021-01-04 13:18:15","","279-316","","2","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47EBDZRV","journalArticle","2006","Mangalindan, M.","","Game Over: How Amazon's Dream Alliance with Toys 'r' Us Went so Sour. Wall Street Journal, January 23","","","","","","2006","2021-01-04 13:18:15","2021-01-04 13:18:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DH8734Y5","journalArticle","2002","Pasternack, B.A.","Using revenue sharing to achieve channel coordination for a newsboy type inventory model","Supply Chain Management: Models, Applications, and Research Directions","","","","","","2002","2021-01-04 13:18:15","2021-01-04 13:18:15","","117-136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZ284SHF","journalArticle","2010","Ru, J.; Wang, Y.","Consignment contracting: Who should control inventory in the supply chain?","European Journal of Operational Research","","","10.1016/j.ejor.2009.04.006","","","2010","2021-01-04 13:18:15","2021-01-04 13:18:15","","760-769","","3","201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
